Mo,11/6/23,1.4267,,
,,,,
Fr,11/3/23,1.4398,,
Th,11/2/23,1.4311,,
We,11/1/23,1.4305,,
Tu,10/31/23,1.4232,,
Mo,10/30/23,1.4179,,
,,,,
Fr,10/27/23,1.4253,,
Th,10/26/23,1.4396,,
We,10/25/23,1.4193,,
Mo,10/23/23,1.4006,,
,,,,
Fr,10/20/23,1.3829,,
Th,10/19/23,1.3752,,
We,10/18/23,1.3686,,
Tu,10/17/23,1.3573,,
Mo,10/16/23,1.3626,,
,,,,
Fr,10/13/23,1.3603,,
Th,10/12/23,1.3577,,
We,10/11/23,1.3564,,
Tu,10/10/23,1.3644,,
Mo,10/9/23,1.3762,,
,,,,
Fr,10/6/23,1.3662,,
Th,10/5/23,1.3738,,
We,10/4/23,1.3823,,
Tu,10/3/23,1.3763,,
,,,,
Fr,9/29/23,1.3696,,
Th,9/28/23,1.3763,,
We,9/27/23,1.3636,,
Tu,9/26/23,1.3672,,
Mo,9/25/23,1.3656,,
,,,,
Fr,9/22/23,1.3659,,
Th,9/21/23,1.3613,,
We,9/20/23,1.3497,,
Mo,9/18/23,1.3338,,
,,,,
Fr,9/15/23,1.3305,,
Th,9/14/23,1.3368,,
We,9/13/23,1.3378,,
Tu,9/12/23,1.3427,,
Mo,9/11/23,1.3446,,
,,,,
Fr,9/8/23,1.3553,,
Th,9/7/23,1.3621,,
We,9/6/23,1.37,,
Tu,9/5/23,1.3721,,
Mo,9/4/23,1.3753,,
,,,,
Fr,9/1/23,1.3804,,
Th,8/31/23,1.3771,,
We,8/30/23,1.3716,,
Tu,8/29/23,1.3719,,
Mo,8/28/23,1.3736,,
,,,,
Fr,8/25/23,1.3759,,
Th,8/24/23,1.3682,,
We,8/23/23,1.3644,,
Tu,8/22/23,1.3689,,
Mo,8/21/23,1.3689,,
,,,,
Fr,8/18/23,1.3699,,
Th,8/17/23,1.3657,,
We,8/16/23,1.3576,,
Mo,8/14/23,1.3604,,
,,,,
Fr,8/11/23,1.3621,,
Th,8/10/23,1.3512,,
We,8/9/23,1.3449,,
Tu,8/8/23,1.3201,,
Mo,8/7/23,1.3067,,
,,,,
Fr,8/4/23,1.3113,,
Th,8/3/23,1.3202,,
We,8/2/23,1.304,,
Tu,8/1/23,1.2779,,
Mo,7/31/23,1.2766,,
,,,,
Fr,7/28/23,1.2837,,
Th,7/27/23,1.2755,,
We,7/26/23,1.2671,,
Tu,7/25/23,1.2738,,
Mo,7/24/23,1.2733,,
,,,,
Fr,7/21/23,1.2675,,
Th,7/20/23,1.2492,,
We,7/19/23,1.2567,,
Tu,7/18/23,1.2624,,
Mo,7/17/23,1.2663,,
,,,,
Fr,7/14/23,1.2765,,
Th,7/13/23,1.2802,,
We,7/12/23,1.3203,,
Tu,7/11/23,1.3158,,
Mo,7/10/23,1.3213,,
,,,,
Fr,7/7/23,1.3226,,
Th,7/6/23,1.3124,,
We,7/5/23,1.3192,,
Tu,7/4/23,1.3186,,
Mo,7/3/23,1.3241,,
,,,,
Fr,6/30/23,1.3341,,
We,6/28/23,1.3468,,
Tu,6/27/23,1.3574,,
Mo,6/26/23,1.3671,,
,,,,
Fr,6/23/23,1.3668,,
Th,6/22/23,1.3612,,
We,6/21/23,1.3719,,
Tu,6/20/23,1.3761,,
Mo,6/19/23,1.3796,,
,,,,
Fr,6/16/23,1.3712,,
Th,6/15/23,1.3814,,
We,6/14/23,1.3718,,
Tu,6/13/23,1.3736,,
Mo,6/12/23,1.3828,,
,,,,
Fr,6/9/23,1.385,,
Th,6/8/23,1.3764,,
We,6/7/23,1.37,,
Tu,6/6/23,1.3776,,
Mo,6/5/23,1.3778,,
,,,,
Fr,6/2/23,1.3831,,
Th,6/1/23,1.373,,
We,5/31/23,1.3688,,
Tu,5/30/23,1.3392,,
Mo,5/29/23,1.3014,,
,,,,
Fr,5/26/23,1.3085,,
Th,5/25/23,1.3218,,
We,5/24/23,1.324,,
Tu,5/23/23,1.3195,,
Mo,5/22/23,1.3199,,
,,,,
Fr,5/19/23,1.3249,,
Th,5/18/23,1.3313,,
We,5/17/23,1.3285,,
Tu,5/16/23,1.3206,,
Mo,5/15/23,1.254,,
,,,,
Fr,5/12/23,1.2605,,
Th,5/11/23,1.263,,
We,5/10/23,1.2622,,
Tu,5/9/23,1.2659,,
Mo,5/8/23,1.2658,,
,,,,
Fr,5/5/23,1.2806,,
Th,5/4/23,1.2661,,
We,5/3/23,1.2776,,
Tu,5/2/23,1.2743,,
,,,,
Fr,4/28/23,1.2793,,
Th,4/27/23,1.2891,,
We,4/26/23,1.2966,,
Tu,4/25/23,1.3002,,
Mo,4/24/23,1.3018,,
,,,,
Fr,4/21/23,1.3106,,
Th,4/20/23,1.3183,,
We,4/19/23,1.3198,,
Tu,4/18/23,1.3163,,
Mo,4/17/23,1.3122,,
,,,,
Th,4/13/23,1.3009,,
We,4/12/23,1.3017,,
Tu,4/11/23,1.3068,,
Mo,4/10/23,1.3136,,
,,,,
Th,4/6/23,1.3139,,
We,4/5/23,1.3171,,
Mo,4/3/23,1.3411,,
,,,,
Fr,3/31/23,1.3437,,
We,3/29/23,1.3676,,
Tu,3/28/23,1.3758,,
Mo,3/27/23,1.3749,,
,,,,
Fr,3/24/23,1.3779,,
Th,3/23/23,1.3684,,
We,3/22/23,1.3616,,
Tu,3/21/23,1.3649,,
Mo,3/20/23,1.3755,,
,,,,
Fr,3/17/23,1.368,,
Th,3/16/23,1.3764,,
We,3/15/23,1.3783,,
Tu,3/14/23,1.3701,,
Mo,3/13/23,1.3622,,
,,,,
Fr,3/10/23,1.3415,,
Th,3/9/23,1.3265,,
We,3/8/23,1.3145,,
Mo,3/6/23,1.3172,,
,,,,
Fr,3/3/23,1.3264,,
Th,3/2/23,1.3466,,
We,3/1/23,1.3353,,
Tu,2/28/23,1.3454,,
Mo,2/27/23,1.338,,
,,,,
Fr,2/24/23,1.3341,,
Th,2/23/23,1.3309,,
We,2/22/23,1.3278,,
Tu,2/21/23,1.3075,,
Mo,2/20/23,1.3071,,
,,,,
Fr,2/17/23,1.3004,,
Th,2/16/23,1.2937,,
We,2/15/23,1.2947,,
Tu,2/14/23,1.2903,,
Mo,2/13/23,1.3031,,
,,,,
Fr,2/10/23,1.2977,,
Th,2/9/23,1.2951,,
We,2/8/23,1.2981,,
Tu,2/7/23,1.308,,
Mo,2/6/23,1.3032,,
,,,,
Fr,2/3/23,1.296,,
Th,2/2/23,1.314,,
We,2/1/23,1.3189,,
Tu,1/31/23,1.3224,,
Mo,1/30/23,1.3235,,
,,,,
Fr,1/27/23,1.3273,,
We,1/25/23,1.308,,
Tu,1/24/23,1.2914,,
Mo,1/23/23,1.2901,,
,,,,
Fr,1/20/23,1.299,,
Th,1/19/23,1.294,,
We,1/18/23,1.29,,
Tu,1/17/23,1.2983,,
Mo,1/16/23,1.3104,,
,,,,
Fr,1/13/23,1.204,,
Th,1/12/23,1.2101,,
We,1/11/23,1.2072,,
Tu,1/10/23,1.207,,
Mo,1/9/23,1.1944,,
,,,,
Fr,1/6/23,1.2113,,
Th,1/5/23,1.2022,,
We,1/4/23,1.1962,,
Tu,1/3/23,1.1837,,
Mo,1/2/23,1.1862,,
,,,,
Fr,12/30/22,1.1926,,
Th,12/29/22,1.1868,,
We,12/28/22,1.1912,,
Tu,12/27/22,1.1909,,
Mo,12/26/22,1.198,,
,,,,
Fr,12/23/22,1.2124,,
Th,12/22/22,1.1928,,
We,12/21/22,1.2029,,
Tu,12/20/22,1.1905,,
Mo,12/19/22,1.1885,,
,,,,
Fr,12/16/22,1.2066,,
Th,12/15/22,1.1976,,
We,12/14/22,1.1808,,
Tu,12/13/22,1.1835,,
Mo,12/12/22,1.1912,,
,,,,
Fr,12/9/22,1.1902,,
Th,12/8/22,1.1828,,
We,12/7/22,1.1858,,
Tu,12/6/22,1.1817,,
Mo,12/5/22,1.1778,,
,,,,
Fr,12/2/22,1.1772,,
Th,12/1/22,1.1695,,
We,11/30/22,1.1729,,
Tu,11/29/22,1.1807,,
Mo,11/28/22,1.184,,
,,,,
Fr,11/25/22,1.1881,,
Th,11/24/22,1.1885,,
We,11/23/22,1.2032,,
Tu,11/22/22,1.205,,
Mo,11/21/22,1.2104,,
,,,,
Fr,11/18/22,1.2002,,
Th,11/17/22,1.1985,,
We,11/16/22,1.1941,,
Tu,11/15/22,1.1961,,
Mo,11/14/22,1.201,,
,,,,
Fr,11/11/22,1.1928,,
Th,11/10/22,1.216,,
We,11/9/22,1.2077,,
Mo,11/7/22,1.1883,,
,,,,
Fr,11/4/22,1.1929,,
Th,11/3/22,1.1951,,
We,11/2/22,1.1937,,
Tu,11/1/22,1.2032,,
Mo,10/31/22,1.208,,
,,,,
Fr,10/28/22,1.2171,,
Th,10/27/22,1.2212,,
Tu,10/25/22,1.2174,,
Mo,10/24/22,1.2116,,
,,,,
Fr,10/21/22,1.2223,,
Th,10/20/22,1.2245,,
We,10/19/22,1.2264,,
Tu,10/18/22,1.2295,,
Mo,10/17/22,1.2411,,
,,,,
Fr,10/14/22,1.25,,
Th,10/13/22,1.265,,
We,10/12/22,1.2564,,
Tu,10/11/22,1.2669,,
Mo,10/10/22,1.2485,,
,,,,
Fr,10/7/22,1.2442,,
Th,10/6/22,1.2435,,
Tu,10/4/22,1.2469,,
Mo,10/3/22,1.2749,,
,,,,
Fr,9/30/22,1.2608,,
Th,9/29/22,1.2835,,
We,9/28/22,1.2792,,
Tu,9/27/22,1.2678,,
Mo,9/26/22,1.267,,
,,,,
Fr,9/23/22,1.2462,,
Th,9/22/22,1.2247,,
We,9/21/22,1.2177,,
Tu,9/20/22,1.218,,
Mo,9/19/22,1.2299,,
,,,,
Fr,9/16/22,1.2362,,
Th,9/15/22,1.2136,,
We,9/14/22,1.2053,,
Tu,9/13/22,1.2009,,
Mo,9/12/22,1.21,,
,,,,
Fr,9/9/22,1.2165,,
Th,9/8/22,1.2186,,
We,9/7/22,1.2322,,
Tu,9/6/22,1.2287,,
Mo,9/5/22,1.2277,,
,,,,
Fr,9/2/22,1.237,,
Th,9/1/22,1.2377,,
Tu,8/30/22,1.2217,,
Mo,8/29/22,1.2547,,
,,,,
Fr,8/26/22,1.2363,,
Th,8/25/22,1.2376,,
We,8/24/22,1.2311,,
Tu,8/23/22,1.2322,,
Mo,8/22/22,1.2376,,
,,,,
Fr,8/19/22,1.2195,,
Th,8/18/22,1.2173,,
We,8/17/22,1.1775,,
Tu,8/16/22,1.1857,,
,,,,
Fr,8/12/22,1.1933,,
Th,8/11/22,1.1959,,
We,8/10/22,1.2028,,
Mo,8/8/22,1.2031,,
,,,,
Fr,8/5/22,1.2177,,
Th,8/4/22,1.2196,,
We,8/3/22,1.2185,,
Tu,8/2/22,1.2199,,
Mo,8/1/22,1.2202,,
,,,,
Fr,7/29/22,1.2206,,
Th,7/28/22,1.2359,,
We,7/27/22,1.2935,,
Tu,7/26/22,1.3063,,
Mo,7/25/22,1.2946,,
,,,,
Fr,7/22/22,1.3023,,
Th,7/21/22,1.3114,,
We,7/20/22,1.2608,,
Tu,7/19/22,1.2753,,
Mo,7/18/22,1.274,,
,,,,
Fr,7/15/22,1.292,,
Th,7/14/22,1.3003,,
We,7/13/22,1.2918,,
Tu,7/12/22,1.2829,,
Mo,7/11/22,1.2709,,
,,,,
Fr,7/8/22,1.2679,,
Th,7/7/22,1.2726,,
We,7/6/22,1.2782,,
Tu,7/5/22,1.293,,
Mo,7/4/22,1.2906,,
,,,,
Fr,7/1/22,1.2986,,
Th,6/30/22,1.2959,,
We,6/29/22,1.2911,,
Tu,6/28/22,1.2875,,
Mo,6/27/22,1.2879,,
,,,,
Fr,6/24/22,1.2984,,
Th,6/23/22,1.3099,,
We,6/22/22,1.3211,,
Tu,6/21/22,1.3033,,
Mo,6/20/22,1.3269,,
,,,,
Fr,6/17/22,1.3332,,
Th,6/16/22,1.3297,,
We,6/15/22,1.3032,,
Tu,6/14/22,1.2618,,
Mo,6/13/22,1.2582,,
,,,,
Fr,6/10/22,1.2244,,
Th,6/9/22,1.2019,,
We,6/8/22,1.2019,,
Tu,6/7/22,1.1972,,
Mo,6/6/22,1.185,,
,,,,
Fr,6/3/22,1.183,,
Th,6/2/22,1.182,,
We,6/1/22,1.1913,,
Tu,5/31/22,1.1873,,
Mo,5/30/22,1.1539,,
,,,,
Fr,5/27/22,1.1757,,
Th,5/26/22,1.1894,,
We,5/25/22,1.1862,,
Tu,5/24/22,1.1482,,
Mo,5/23/22,1.1432,,
,,,,
Fr,5/20/22,1.1424,,
Th,5/19/22,1.1756,,
We,5/18/22,1.1448,,
Tu,5/17/22,1.1425,,
Mo,5/16/22,1.1715,,
,,,,
Fr,5/13/22,1.1755,,
Th,5/12/22,1.1725,,
We,5/11/22,1.0829,,
Tu,5/10/22,1.0774,,
Mo,5/9/22,1.0753,,
,,,,
Fr,5/6/22,1.0681,,
Th,5/5/22,1.0515,,
We,5/4/22,1.0521,,
Mo,5/2/22,1.028,,
,,,,
Fr,4/29/22,1.0265,,
Th,4/28/22,1.035,,
We,4/27/22,1.0275,,
Tu,4/26/22,1.0178,,
Mo,4/25/22,1.0318,,
,,,,
Fr,4/22/22,1.0207,,
Th,4/21/22,1.0081,,
We,4/20/22,1.0296,,
Tu,4/19/22,1.0401,,
Mo,4/18/22,1.0273,,
,,,,
We,4/13/22,1.0044,,
Tu,4/12/22,1.0003,,
Mo,4/11/22,0.9937,,
,,,,
Fr,4/8/22,0.9857,,
Th,4/7/22,0.9926,,
We,4/6/22,0.983,,
Tu,4/5/22,0.9737,,
Mo,4/4/22,0.9581,,
,,,,
Fr,4/1/22,0.9797,,
Th,3/31/22,0.9915,,
We,3/30/22,0.9896,,
Tu,3/29/22,1.0022,,
Mo,3/28/22,1.0083,,
,,,,
Fr,3/25/22,1.0124,,
Th,3/24/22,1.0083,,
We,3/23/22,1.0067,,
Tu,3/22/22,1.0014,,
Mo,3/21/22,1.0136,,
,,,,
Th,3/17/22,1.0035,,
We,3/16/22,1.022,,
Tu,3/15/22,1.0411,,
Mo,3/14/22,1.028,,
,,,,
Fr,3/11/22,1.0453,,
Th,3/10/22,1.0469,,
We,3/9/22,1.0626,,
Tu,3/8/22,1.0869,,
Mo,3/7/22,1.0989,,
,,,,
Fr,3/4/22,1.0687,,
Th,3/3/22,1.0538,,
We,3/2/22,1.0468,,
Mo,2/28/22,1.0323,,
,,,,
Fr,2/25/22,1.0395,,
Th,2/24/22,1.0649,,
We,2/23/22,1.0146,,
Tu,2/22/22,1.0134,,
Mo,2/21/22,1.0066,,
,,,,
Fr,2/18/22,1.004,,
Th,2/17/22,1.003,,
We,2/16/22,1.0012,,
Tu,2/15/22,0.987,,
Mo,2/14/22,1.0174,,
,,,,
Fr,2/11/22,0.9901,,
Th,2/10/22,0.9771,,
We,2/9/22,0.9848,,
Tu,2/8/22,0.9936,,
Mo,2/7/22,0.9968,,
,,,,
Fr,2/4/22,0.9794,,
Th,2/3/22,0.977,,
We,2/2/22,0.9573,,
Tu,2/1/22,0.9686,,
Mo,1/31/22,0.9828,,
,,,,
Fr,1/28/22,0.9968,,
Th,1/27/22,0.9954,,
Tu,1/25/22,0.9854,,
Mo,1/24/22,0.9917,,
,,,,
Fr,1/21/22,0.9657,,
Th,1/20/22,0.9588,,
We,1/19/22,0.9391,,
Tu,1/18/22,0.9274,,
Mo,1/17/22,0.9191,,
,,,,
Fr,1/14/22,0.9203,,
Th,1/13/22,0.9202,,
We,1/12/22,0.9214,,
Tu,1/11/22,0.9295,,
Mo,1/10/22,0.933,,
,,,,
Fr,1/7/22,0.9431,,
Th,1/6/22,0.9454,,
We,1/5/22,0.9356,,
Tu,1/4/22,0.9414,,
Mo,1/3/22,0.9521,,
,,,,
Fr,12/31/21,0.9673,,
Th,12/30/21,0.9749,,
We,12/29/21,0.9802,,
Tu,12/28/21,0.9786,,
Mo,12/27/21,0.9868,,
,,,,
Fr,12/24/21,0.9919,,
Th,12/23/21,0.9886,,
We,12/22/21,0.9952,,
Tu,12/21/21,0.9571,,
Mo,12/20/21,0.9656,,
,,,,
Fr,12/17/21,0.9813,,
Th,12/16/21,0.9662,,
We,12/15/21,0.9681,,
Tu,12/14/21,0.9626,,
Mo,12/13/21,0.9599,,
,,,,
Fr,12/10/21,0.9517,,
Th,12/9/21,0.9513,,
We,12/8/21,0.9539,,
Tu,12/7/21,0.9707,,
Mo,12/6/21,0.9859,,
,,,,
Fr,12/3/21,0.9696,,
Th,12/2/21,0.957,,
We,12/1/21,0.9698,,
Tu,11/30/21,0.9804,,
Mo,11/29/21,0.977,,
,,,,
Fr,11/26/21,0.9796,,
Th,11/25/21,0.9515,,
We,11/24/21,0.9589,,
Tu,11/23/21,0.9536,,
Mo,11/22/21,0.9569,,
,,,,
Th,11/18/21,0.9381,,
We,11/17/21,0.9323,,
Tu,11/16/21,0.9274,,
Mo,11/15/21,0.9214,,
,,,,
Fr,11/12/21,0.9219,,
Th,11/11/21,0.9337,,
We,11/10/21,0.927,,
Tu,11/9/21,0.9257,,
Mo,11/8/21,0.924,,
,,,,
Th,11/4/21,0.9314,,
We,11/3/21,0.9687,,
Tu,11/2/21,0.9646,,
Mo,11/1/21,0.9488,,
,,,,
Fr,10/29/21,0.9621,,
Th,10/28/21,0.9652,,
We,10/27/21,0.9467,,
Tu,10/26/21,0.9435,,
Mo,10/25/21,0.9331,,
,,,,
Fr,10/22/21,0.9353,,
Th,10/21/21,0.9337,,
We,10/20/21,0.919,,
Tu,10/19/21,0.9122,,
Mo,10/18/21,0.9115,,
,,,,
Th,10/14/21,0.9183,,
We,10/13/21,0.9346,,
Tu,10/12/21,0.9416,,
Mo,10/11/21,0.944,,
,,,,
Fr,10/8/21,0.9452,,
Th,10/7/21,0.9512,,
We,10/6/21,0.959,,
Tu,10/5/21,0.9573,,
Mo,10/4/21,0.9645,,
,,,,
Fr,10/1/21,0.9732,,
Th,9/30/21,0.9673,,
We,9/29/21,0.9626,,
Tu,9/28/21,0.9585,,
Mo,9/27/21,0.952,,
,,,,
Fr,9/24/21,0.9521,,
Th,9/23/21,0.9547,,
We,9/22/21,0.9702,,
Tu,9/21/21,0.9689,,
Mo,9/20/21,0.9775,,
,,,,
Fr,9/17/21,0.9737,,
Th,9/16/21,0.9716,,
We,9/15/21,0.9785,,
Tu,9/14/21,0.9865,,
Mo,9/13/21,0.9877,,
,,,,
Th,9/9/21,0.9856,,
We,9/8/21,0.9865,,
Tu,9/7/21,0.9863,,
Mo,9/6/21,0.986,,
,,,,
Fr,9/3/21,0.9888,,
Th,9/2/21,0.9936,,
We,9/1/21,1.0025,,
Tu,8/31/21,1.0047,,
Mo,8/30/21,1.0164,,
,,,,
Fr,8/27/21,1.0303,,
Th,8/26/21,1.0335,,
We,8/25/21,1.0336,,
Tu,8/24/21,1.0333,,
Mo,8/23/21,1.0408,,
,,,,
Fr,8/20/21,1.0433,,
We,8/18/21,1.0377,,
Tu,8/17/21,1.0347,,
Mo,8/16/21,1.0338,,
,,,,
Fr,8/13/21,1.0365,,
Th,8/12/21,1.0477,,
We,8/11/21,1.0538,,
Tu,8/10/21,1.0513,,
Mo,8/9/21,1.0543,,
,,,,
Fr,8/6/21,1.0567,,
Th,8/5/21,1.0525,,
We,8/4/21,1.0744,,
Tu,8/3/21,1.0853,,
Mo,8/2/21,1.1032,,
,,,,
Fr,7/30/21,1.106,,
Th,7/29/21,1.1193,,
We,7/28/21,1.0998,,
Tu,7/27/21,1.0594,,
Mo,7/26/21,1.0464,,
,,,,
Fr,7/23/21,1.044,,
Th,7/22/21,1.0146,,
Tu,7/20/21,1.027,,
Mo,7/19/21,1.0201,,
,,,,
Fr,7/16/21,1.0088,,
Th,7/15/21,1.0085,,
We,7/14/21,0.9992,,
Tu,7/13/21,1.0018,,
Mo,7/12/21,1.0094,,
,,,,
Fr,7/9/21,1.0091,,
Th,7/8/21,1.0711,,
We,7/7/21,1.0252,,
Tu,7/6/21,1.0289,,
Mo,7/5/21,1.1809,,
,,,,
Fr,7/2/21,1.1898,,
Th,7/1/21,1.1936,,
We,6/30/21,1.1899,,
Tu,6/29/21,1.1884,,
Mo,6/28/21,1.1385,,
,,,,
Fr,6/25/21,1.1344,,
Th,6/24/21,1.1393,,
We,6/23/21,1.1478,,
Tu,6/22/21,1.1417,,
Mo,6/21/21,1.142,,
,,,,
Fr,6/18/21,1.1328,,
Th,6/17/21,1.1333,,
We,6/16/21,1.1294,,
Tu,6/15/21,1.1236,,
Mo,6/14/21,1.1283,,
,,,,
Fr,6/11/21,1.1253,,
Th,6/10/21,1.1262,,
We,6/9/21,0.8776,,
Tu,6/8/21,0.872,,
Mo,6/7/21,0.8711,,
,,,,
Fr,6/4/21,0.8749,,
Th,6/3/21,0.8727,,
We,6/2/21,0.8521,,
Tu,6/1/21,0.8507,,
Mo,5/31/21,0.8506,,
,,,,
Fr,5/28/21,0.7495,,
Th,5/27/21,0.754,,
We,5/26/21,0.7554,,
Tu,5/25/21,0.7611,,
Mo,5/24/21,0.744,,
,,,,
Fr,5/21/21,0.7457,,
Th,5/20/21,0.7603,,
We,5/19/21,0.7552,,
Tu,5/18/21,0.7508,,
Mo,5/17/21,0.7601,,
,,,,
Fr,5/14/21,0.7733,,
We,5/12/21,0.774,,
Tu,5/11/21,0.7666,,
Mo,5/10/21,0.7613,,
,,,,
Fr,5/7/21,0.7659,,
Th,5/6/21,0.7699,,
We,5/5/21,0.8091,,
Tu,5/4/21,0.8163,,
Mo,5/3/21,0.8085,,
,,,,
Fr,4/30/21,0.8153,,
Th,4/29/21,0.7992,,
We,4/28/21,0.7696,,
Tu,4/27/21,0.7821,,
Mo,4/26/21,0.7911,,
,,,,
Fr,4/23/21,0.7995,,
Th,4/22/21,0.7961,,
Tu,4/20/21,0.8024,,
Mo,4/19/21,0.7983,,
,,,,
Fr,4/16/21,0.7839,,
Th,4/15/21,0.7843,,
Tu,4/13/21,0.7885,,
Mo,4/12/21,0.7994,,
,,,,
Fr,4/9/21,0.7719,,
Th,4/8/21,0.7694,,
We,4/7/21,0.7708,,
Tu,4/6/21,0.778,,
Mo,4/5/21,0.7786,,
,,,,
Th,4/1/21,0.7651,,
We,3/31/21,0.7731,,
Tu,3/30/21,0.7635,,
,,,,
Fr,3/26/21,0.781,,
Th,3/25/21,0.7902,,
We,3/24/21,0.7783,,
Tu,3/23/21,0.7868,,
Mo,3/22/21,0.7913,,
,,,,
Fr,3/19/21,0.7912,,
Th,3/18/21,0.8015,,
We,3/17/21,0.7921,,
Tu,3/16/21,0.7832,,
Mo,3/15/21,0.7827,,
,,,,
Fr,3/12/21,0.7766,,
We,3/10/21,0.7692,,
Tu,3/9/21,0.7731,,
Mo,3/8/21,0.782,,
,,,,
Fr,3/5/21,0.7828,,
Th,3/4/21,0.776,,
We,3/3/21,0.7669,,
Tu,3/2/21,0.7844,,
Mo,3/1/21,0.7915,,
,,,,
Fr,2/26/21,0.8036,,
Th,2/25/21,0.773,,
We,2/24/21,0.777,,
Tu,2/23/21,0.793,,
Mo,2/22/21,0.7932,,
,,,,
Fr,2/19/21,0.8562,,
Th,2/18/21,0.8489,,
We,2/17/21,0.8427,,
Tu,2/16/21,0.8571,,
Mo,2/15/21,0.8562,,
,,,,
Fr,2/12/21,0.8664,,
Th,2/11/21,0.8666,,
We,2/10/21,0.8487,,
Tu,2/9/21,0.8484,,
Mo,2/8/21,0.8394,,
,,,,
Fr,2/5/21,0.8496,,
Th,2/4/21,0.8516,,
We,2/3/21,0.8616,,
Tu,2/2/21,0.8695,,
Mo,2/1/21,0.8909,,
,,,,
Fr,1/29/21,0.9394,,
Th,1/28/21,0.9276,,
We,1/27/21,0.9171,,
Mo,1/25/21,0.8993,,
,,,,
Fr,1/22/21,0.8896,,
Th,1/21/21,0.8762,,
We,1/20/21,0.8692,,
Tu,1/19/21,0.8762,,
Mo,1/18/21,0.8912,,
,,,,
Fr,1/15/21,0.8827,,
Th,1/14/21,0.8729,,
We,1/13/21,0.8862,,
Tu,1/12/21,0.8857,,
Mo,1/11/21,0.8902,,
,,,,
Fr,1/8/21,0.8991,,
Th,1/7/21,0.9119,,
We,1/6/21,0.9104,,
Tu,1/5/21,0.9055,,
Mo,1/4/21,0.9104,,
,,,,
Fr,1/1/21,0.9162,,
Th,12/31/20,0.9185,,
We,12/30/20,0.9186,,
Tu,12/29/20,0.9211,,
Mo,12/28/20,0.9262,,
,,,,
Th,12/24/20,0.9337,,
We,12/23/20,0.9443,,
Tu,12/22/20,0.9533,,
Mo,12/21/20,0.9628,,
,,,,
Fr,12/18/20,0.9455,,
Th,12/17/20,0.9469,,
We,12/16/20,0.9563,,
Tu,12/15/20,0.9646,,
Mo,12/14/20,0.9648,,
,,,,
Fr,12/11/20,0.9681,,
Th,12/10/20,0.971,,
We,12/9/20,0.968,,
Tu,12/8/20,0.9785,,
Mo,12/7/20,0.9824,,
,,,,
Fr,12/4/20,0.99,,
Th,12/3/20,0.9999,,
We,12/2/20,1.0002,,
Tu,12/1/20,0.9994,,
,,,,
Fr,11/27/20,1.0108,,
Th,11/26/20,1.0083,,
We,11/25/20,1.0182,,
Tu,11/24/20,1.0023,,
